,CMTE_ID,CMTE_PTY_AFFILIATION
17531,C00462234,REP
17532,C00462242,REP
17533,C00462259,REP
17534,C00462283,REP
17535,C00462309,REP
17536,C00462317,REP
17537,C00462325,REP
17538,C00462366,REP
17539,C00462374,REP
17540,C00462382,REP
17541,C00462390,DEM
17542,C00462408,DEM
17543,C00462432,REP
17544,C00462481,REP
17545,C00462507,DEM
17546,C00462515,REP
17547,C00462523,REP
17548,C00462531,DEM
17549,C00462556,REP
17550,C00462598,DEM
17551,C00462697,DEM
17552,C00462705,REP
17553,C00462721,REP
17554,C00462739,REP
17555,C00462747,REP
17556,C00462770,DEM
17557,C00462788,REP
17558,C00462804,DEM
17559,C00462838,DEM
17560,C00462853,REP
17561,C00462861,DEM
17562,C00462887,REP
17563,C00462895,DEM
17564,C00462911,REP
17565,C00462929,DEM
17566,C00462937,REP
17567,C00462986,REP
17568,C00463000,REP
17569,C00463018,DEM
17570,C00463042,REP
17571,C00463059,REP
17572,C00463141,DEM
17573,C00463166,REP
17574,C00463182,REP
17575,C00463190,REP
17576,C00463257,REP
17577,C00463265,REP
17578,C00463273,REP
17579,C00463281,REP
17580,C00463299,REP
17581,C00463323,REP
17582,C00463356,REP
17583,C00463364,DEM
17584,C00463380,REP
17585,C00463406,DEM
17586,C00463414,REP
17587,C00463455,DEM
17588,C00463463,DEM
17589,C00463471,REP
17590,C00463497,REP
17591,C00463505,REP
17592,C00463562,REP
17593,C00463570,REP
17594,C00463604,DEM
17595,C00463620,REP
17596,C00463638,DEM
17597,C00463653,REP
17598,C00463661,DEM
17599,C00463687,REP
17600,C00463711,REP
17601,C00463760,DEM
17602,C00463778,DEM
17603,C00463836,REP
17604,C00463869,REP
17605,C00463877,REP
17606,C00463885,REP
17607,C00463927,DEM
17608,C00463935,REP
17609,C00463950,DEM
17610,C00463976,REP
17611,C00464032,REP
17612,C00464073,REP
17613,C00464107,REP
17614,C00464115,REP
17615,C00464149,REP
17616,C00464164,REP
17617,C00464206,DEM
17618,C00464222,REP
17619,C00464339,REP
17620,C00464347,DEM
17621,C00464354,REP
17622,C00464412,REP
17623,C00464420,REP
17624,C00464487,REP
17625,C00464495,DEM
17626,C00464552,REP
17627,C00464578,REP
17628,C00464594,DEM
17629,C00464602,REP
17630,C00464610,DEM
17631,C00464636,REP
17632,C00464669,REP
17633,C00464693,REP
17634,C00464735,DEM
17635,C00464750,DEM
17636,C00464776,REP
17637,C00464826,REP
17638,C00464842,REP
17639,C00464859,REP
17640,C00464875,REP
17641,C00464909,REP
17642,C00464917,DEM
17643,C00464933,REP
17644,C00464941,REP
17645,C00464966,REP
17646,C00465047,REP
17647,C00465054,REP
17648,C00465070,REP
17649,C00465088,REP
17650,C00465096,REP
17651,C00465120,REP
17652,C00465138,REP
17653,C00465146,REP
17654,C00465187,REP
17655,C00465195,DEM
17656,C00465203,DEM
17657,C00465237,REP
17658,C00465245,REP
17659,C00465336,REP
17660,C00465344,DEM
17661,C00465377,REP
17662,C00465393,REP
17663,C00465419,DEM
17664,C00465450,DEM
17665,C00465468,REP
17666,C00465492,DEM
17667,C00465500,REP
17668,C00465534,REP
17669,C00465617,REP
17670,C00465674,REP
17671,C00465740,REP
17672,C00465765,REP
17673,C00465773,REP
17674,C00465799,REP
17675,C00465807,REP
17676,C00465815,DEM
17677,C00465856,REP
17678,C00465880,DEM
17679,C00465898,REP
17680,C00465906,REP
17681,C00465914,REP
17682,C00465963,REP
17683,C00465971,REP
17684,C00466037,REP
17685,C00466045,DEM
17686,C00466052,DEM
17687,C00466086,REP
17688,C00466128,REP
17689,C00466185,REP
17690,C00466193,REP
17691,C00466268,REP
17692,C00466284,REP
17693,C00466292,REP
17694,C00466318,REP
17695,C00466342,REP
17696,C00466359,REP
17697,C00466367,DEM
17698,C00466391,DEM
17699,C00466409,REP
17700,C00466425,DEM
17701,C00466482,REP
17702,C00466490,REP
17703,C00466508,REP
17704,C00466516,REP
17705,C00466557,REP
17706,C00466573,DEM
17707,C00466581,REP
17708,C00466607,DEM
17709,C00466615,DEM
17710,C00466631,REP
17711,C00466649,REP
17712,C00466698,DEM
17713,C00466706,DEM
17714,C00466714,REP
17715,C00466722,REP
17716,C00466730,REP
17717,C00466763,DEM
17718,C00466789,DEM
17719,C00466797,REP
17720,C00466805,REP
17721,C00466839,DEM
17722,C00466854,REP
17723,C00466862,DEM
17724,C00466870,REP
17725,C00466888,REP
17726,C00466896,REP
17727,C00466920,DEM
17728,C00466961,REP
17729,C00466995,DEM
17730,C00467001,DEM
17731,C00467019,REP
17732,C00467027,REP
17733,C00467043,DEM
17734,C00467050,DEM
17735,C00467100,REP
17736,C00467118,DEM
17737,C00467126,REP
17738,C00467134,DEM
17739,C00467175,DEM
17740,C00467183,REP
17741,C00467233,REP
17742,C00467241,DEM
17743,C00467266,REP
17744,C00467274,REP
17745,C00467282,REP
17746,C00467290,REP
17747,C00467308,REP
17748,C00467357,DEM
17749,C00467365,REP
17750,C00467423,REP
17751,C00467449,DEM
17752,C00467456,DEM
17753,C00467506,REP
17754,C00467514,REP
17755,C00467522,REP
17756,C00467530,REP
17757,C00467563,REP
17758,C00467571,REP
17759,C00467597,REP
17760,C00467613,REP
17761,C00467647,REP
17762,C00467654,REP
17763,C00467688,REP
17764,C00467696,DEM
17765,C00467712,REP
17766,C00467720,REP
17767,C00467738,REP
17768,C00467761,REP
17769,C00467779,REP
17770,C00467787,REP
17771,C00467852,DEM
17772,C00467860,REP
17773,C00467878,DEM
17774,C00467886,REP
17775,C00467902,DEM
17776,C00467928,REP
17777,C00467969,REP
17778,C00467993,DEM
17779,C00468025,REP
17780,C00468033,DEM
17781,C00468058,DEM
17782,C00468066,REP
17783,C00468082,REP
17784,C00468108,REP
17785,C00468116,REP
17786,C00468173,REP
17787,C00468199,REP
17788,C00468249,REP
17789,C00468256,REP
17790,C00468264,REP
17791,C00468280,REP
17792,C00468322,DEM
17793,C00468348,REP
17794,C00468355,REP
17795,C00468363,REP
17796,C00468405,REP
17797,C00468413,DEM
17798,C00468421,REP
17799,C00468454,REP
17800,C00468488,DEM
17801,C00468520,DEM
17802,C00468546,REP
17803,C00468579,REP
17804,C00468587,REP
17805,C00468652,DEM
17806,C00468686,DEM
17807,C00468694,REP
17808,C00468728,DEM
17809,C00468736,REP
17810,C00468751,REP
17811,C00468769,REP
17812,C00468827,DEM
17813,C00468843,REP
17814,C00468850,REP
17815,C00468900,REP
17816,C00468934,REP
17817,C00468942,DEM
17818,C00468959,REP
17819,C00468975,REP
17820,C00468983,REP
17821,C00468991,REP
17822,C00469056,REP
17823,C00469114,DEM
17824,C00469122,REP
17825,C00469130,DEM
17826,C00469155,REP
17827,C00469163,DEM
17828,C00469171,REP
17829,C00469189,DEM
17830,C00469247,DEM
17831,C00469254,REP
17832,C00469270,REP
17833,C00469304,REP
17834,C00469312,REP
17835,C00469320,DEM
17836,C00469353,REP
17837,C00469361,REP
17838,C00469445,REP
17839,C00469452,DEM
17840,C00469486,REP
17841,C00469528,REP
17842,C00469536,REP
17843,C00469551,REP
17844,C00469577,REP
17845,C00469593,REP
17846,C00469627,REP
17847,C00469643,REP
17848,C00469684,REP
17849,C00469692,REP
17850,C00469700,DEM
17851,C00469734,REP
17852,C00469742,REP
17853,C00469783,REP
17854,C00469791,REP
17855,C00469809,REP
17856,C00469817,DEM
17857,C00469833,DEM
17858,C00469841,REP
17859,C00469866,DEM
17860,C00469916,REP
17861,C00469924,REP
17862,C00469932,DEM
17863,C00469940,DEM
17864,C00469957,REP
17865,C00469973,REP
17866,C00469981,DEM
17867,C00470005,REP
17868,C00470054,REP
17869,C00470120,DEM
17870,C00470153,DEM
17871,C00470179,REP
17872,C00470237,DEM
17873,C00470245,DEM
17874,C00470294,REP
17875,C00470310,REP
17876,C00470336,DEM
17877,C00470351,REP
17878,C00470393,REP
17879,C00470419,REP
17880,C00470658,REP
17881,C00470716,REP
17882,C00470757,REP
17883,C00470799,REP
17884,C00470807,REP
17885,C00470823,REP
17886,C00470864,REP
17887,C00470906,REP
17888,C00470914,REP
17889,C00470922,DEM
17890,C00470948,REP
17891,C00470955,REP
17892,C00470963,DEM
17893,C00470997,REP
17894,C00471029,REP
17895,C00471037,REP
17896,C00471078,REP
17897,C00471094,REP
17898,C00471102,REP
17899,C00471110,DEM
17900,C00471128,REP
17901,C00471136,REP
17902,C00471144,REP
17903,C00471177,DEM
17904,C00471219,REP
17905,C00471227,REP
17906,C00471268,DEM
17907,C00471276,REP
17908,C00471284,REP
17909,C00471292,REP
17910,C00471300,REP
17911,C00471318,REP
17912,C00471342,DEM
17913,C00471383,DEM
17914,C00471425,REP
17915,C00471433,DEM
17916,C00471441,DEM
17917,C00471466,REP
17918,C00471474,REP
17919,C00471482,REP
17920,C00471516,REP
17921,C00471532,DEM
17922,C00471557,DEM
17923,C00471573,REP
17924,C00471607,REP
17925,C00471615,REP
17926,C00471623,DEM
17927,C00471631,DEM
17928,C00471664,DEM
17929,C00471680,DEM
17930,C00471722,DEM
17931,C00471730,REP
17932,C00471755,REP
17933,C00471771,DEM
17934,C00471789,REP
17935,C00471797,REP
17936,C00471805,REP
17937,C00471862,REP
17938,C00471870,REP
17939,C00471888,DEM
17940,C00471896,REP
17941,C00471912,REP
17942,C00471920,DEM
17943,C00471946,REP
17944,C00471961,DEM
17945,C00471979,DEM
17946,C00471987,REP
17947,C00471995,REP
17948,C00472001,REP
17949,C00472050,REP
17950,C00472076,REP
17951,C00472084,REP
17952,C00472092,REP
17953,C00472118,REP
17954,C00472126,DEM
17955,C00472134,REP
17956,C00472159,DEM
17957,C00472191,REP
17958,C00472217,REP
17959,C00472241,REP
17960,C00472266,REP
17961,C00472316,DEM
17962,C00472332,REP
17963,C00472357,REP
17964,C00472365,REP
17965,C00472373,REP
17966,C00472472,DEM
17967,C00472555,REP
17968,C00472563,REP
17969,C00472597,REP
17970,C00472605,REP
17971,C00472654,REP
17972,C00472662,REP
17973,C00472696,REP
17974,C00472704,REP
17975,C00472712,REP
17976,C00472738,REP
17977,C00472746,REP
17978,C00472779,DEM
17979,C00472787,REP
17980,C00472795,DEM
17981,C00472860,REP
17982,C00472878,REP
17983,C00472886,REP
17984,C00472928,DEM
17985,C00472936,REP
17986,C00472951,REP
17987,C00473033,REP
17988,C00473058,REP
17989,C00473124,REP
17990,C00473132,REP
17991,C00473140,DEM
17992,C00473165,DEM
17993,C00473199,DEM
17994,C00473207,REP
17995,C00473215,REP
17996,C00473231,REP
17997,C00473272,REP
17998,C00473298,REP
17999,C00473306,REP
18000,C00473330,REP
18001,C00473348,REP
18002,C00473355,REP
18003,C00473363,REP
18004,C00473371,REP
18005,C00473405,REP
18006,C00473413,DEM
18007,C00473421,REP
18008,C00473439,REP
18009,C00473447,REP
18010,C00473454,REP
18011,C00473462,REP
18012,C00473470,DEM
18013,C00473496,DEM
18014,C00473512,REP
18015,C00473538,REP
18016,C00473579,REP
18017,C00473587,DEM
18018,C00473595,REP
18019,C00473603,REP
18020,C00473694,REP
18021,C00473710,REP
18022,C00473736,REP
18023,C00473744,REP
18024,C00473751,REP
18025,C00473777,REP
18026,C00473793,REP
18027,C00473819,REP
18028,C00473827,REP
18029,C00473835,REP
18030,C00473850,REP
18031,C00473868,REP
18032,C00473934,DEM
18033,C00473959,DEM
18034,C00473991,DEM
18035,C00474007,REP
18036,C00474049,REP
18037,C00474056,REP
18038,C00474064,REP
18039,C00474114,REP
18040,C00474171,REP
18041,C00474189,REP
18042,C00474213,REP
18043,C00474221,REP
18044,C00474247,DEM
18045,C00474254,REP
18046,C00474270,REP
18047,C00474288,DEM
18048,C00474304,DEM
18049,C00474338,REP
18050,C00474346,REP
18051,C00474353,REP
18052,C00474387,REP
18053,C00474395,REP
18054,C00474403,REP
18055,C00474429,DEM
18056,C00474437,REP
18057,C00474445,REP
18058,C00474452,REP
18059,C00474478,REP
18060,C00474494,REP
18061,C00474510,REP
18062,C00474528,REP
18063,C00474551,DEM
18064,C00474577,REP
18065,C00474593,REP
18066,C00474619,REP
18067,C00474635,REP
18068,C00474668,REP
18069,C00474676,REP
18070,C00474692,DEM
18071,C00474700,DEM
18072,C00474775,REP
18073,C00474791,REP
18074,C00474817,REP
18075,C00474825,REP
18076,C00474858,REP
18077,C00474866,REP
18078,C00474882,REP
18079,C00474908,REP
18080,C00474916,REP
18081,C00474940,REP
18082,C00474981,REP
18083,C00475004,REP
18084,C00475012,REP
18085,C00475038,REP
18086,C00475095,REP
18087,C00475103,REP
18088,C00475137,DEM
18089,C00475145,REP
18090,C00475160,DEM
18091,C00475251,REP
18092,C00475269,REP
18093,C00475335,REP
18094,C00475384,DEM
18095,C00475392,DEM
18096,C00475467,REP
18097,C00475517,REP
18098,C00475533,REP
18099,C00475558,DEM
18100,C00475566,DEM
18101,C00475624,REP
18102,C00475632,REP
18103,C00475640,REP
18104,C00475681,REP
18105,C00475699,REP
18106,C00475707,REP
18107,C00475715,REP
18108,C00475723,REP
18109,C00475756,REP
18110,C00475764,DEM
18111,C00475772,REP
18112,C00475780,REP
18113,C00475798,REP
18114,C00475806,REP
18115,C00475814,REP
18116,C00475822,DEM
18117,C00475830,DEM
18118,C00475863,REP
18119,C00475939,REP
18120,C00475988,REP
18121,C00476036,DEM
18122,C00476044,DEM
18123,C00476051,REP
18124,C00476069,REP
18125,C00476077,REP
18126,C00476150,REP
18127,C00476168,REP
18128,C00476176,REP
18129,C00476192,REP
18130,C00476226,REP
18131,C00476234,DEM
18132,C00476242,REP
18133,C00476267,REP
18134,C00476283,REP
18135,C00476291,REP
18136,C00476309,REP
18137,C00476317,REP
18138,C00476325,REP
18139,C00476333,REP
18140,C00476341,DEM
18141,C00476374,REP
18142,C00476432,DEM
18143,C00476440,REP
18144,C00476457,REP
18145,C00476465,REP
18146,C00476481,REP
18147,C00476499,DEM
18148,C00476523,DEM
18149,C00476564,DEM
18150,C00476572,REP
18151,C00476598,REP
18152,C00476606,REP
18153,C00476614,DEM
18154,C00476689,REP
18155,C00476713,REP
18156,C00476721,REP
18157,C00476739,REP
18158,C00476747,REP
18159,C00476754,DEM
18160,C00476762,REP
18161,C00476770,REP
18162,C00476820,REP
18163,C00476853,REP
18164,C00476861,DEM
18165,C00476879,REP
18166,C00476911,REP
18167,C00476960,REP
18168,C00476994,DEM
18169,C00477000,REP
18170,C00477026,DEM
18171,C00477125,REP
18172,C00477133,DEM
18173,C00477141,DEM
18174,C00477166,REP
18175,C00477190,DEM
18176,C00477216,DEM
18177,C00477232,REP
18178,C00477240,REP
18179,C00477315,DEM
18180,C00477323,REP
18181,C00477331,DEM
18182,C00477356,REP
18183,C00477364,DEM
18184,C00477380,DEM
18185,C00477422,REP
18186,C00477448,REP
18187,C00477463,REP
18188,C00477471,REP
18189,C00477489,REP
18190,C00477497,REP
18191,C00477513,REP
18192,C00477539,DEM
18193,C00477554,DEM
18194,C00477562,REP
18195,C00477570,DEM
18196,C00477588,REP
18197,C00477604,REP
18198,C00477646,REP
18199,C00477661,REP
18200,C00477679,REP
18201,C00477687,REP
18202,C00477695,DEM
18203,C00477703,DEM
18204,C00477711,DEM
18205,C00477729,REP
18206,C00477745,REP
18207,C00477752,REP
18208,C00477760,REP
18209,C00477778,DEM
18210,C00477786,DEM
18211,C00477794,REP
18212,C00477802,DEM
18213,C00477828,DEM
18214,C00477844,REP
18215,C00477851,REP
18216,C00477869,REP
18217,C00477877,REP
18218,C00477885,DEM
18219,C00477893,REP
18220,C00477901,REP
18221,C00477927,REP
18222,C00477935,REP
18223,C00477943,REP
18224,C00477984,REP
18225,C00477992,REP
18226,C00478008,REP
18227,C00478016,DEM
18228,C00478040,REP
18229,C00478057,DEM
18230,C00478156,REP
18231,C00478164,REP
18232,C00478172,REP
18233,C00478180,REP
18234,C00478248,DEM
18235,C00478271,DEM
18236,C00478289,DEM
18237,C00478297,DEM
18238,C00478339,REP
18239,C00478347,REP
18240,C00478396,DEM
18241,C00478438,REP
18242,C00478453,REP
18243,C00478461,REP
18244,C00478495,REP
18245,C00478503,DEM
18246,C00478511,REP
18247,C00478537,REP
18248,C00478545,REP
18249,C00478578,REP
18250,C00478586,REP
18251,C00478628,DEM
18252,C00478636,REP
18253,C00478644,REP
18254,C00478651,REP
18255,C00478727,REP
18256,C00478776,REP
18257,C00478784,DEM
18258,C00478834,DEM
18259,C00478859,REP
18260,C00478875,REP
18261,C00478925,DEM
18262,C00478933,DEM
18263,C00478941,DEM
18264,C00478966,REP
18265,C00478974,DEM
18266,C00479006,REP
18267,C00479014,DEM
18268,C00479022,DEM
18269,C00479030,REP
18270,C00479048,REP
18271,C00479063,DEM
18272,C00479071,REP
18273,C00479089,REP
18274,C00479105,REP
18275,C00479188,DEM
18276,C00479212,REP
18277,C00479261,REP
18278,C00479295,DEM
18279,C00479303,REP
18280,C00479311,REP
18281,C00479329,REP
18282,C00479352,REP
18283,C00479360,DEM
18284,C00479394,REP
18285,C00479402,REP
18286,C00479428,DEM
18287,C00479469,REP
18288,C00479477,DEM
18289,C00479485,REP
18290,C00479493,DEM
18291,C00479519,REP
18292,C00479535,REP
18293,C00479543,REP
18294,C00479568,REP
18295,C00479642,DEM
18296,C00479667,REP
18297,C00479675,DEM
18298,C00479683,REP
18299,C00479709,DEM
18300,C00479725,REP
18301,C00479733,DEM
18302,C00479741,REP
18303,C00479758,DEM
18304,C00479766,REP
18305,C00479774,DEM
18306,C00479782,REP
18307,C00479790,REP
18308,C00479808,DEM
18309,C00479832,REP
18310,C00479857,REP
18311,C00479907,REP
18312,C00479915,REP
18313,C00479923,REP
18314,C00480012,REP
18315,C00480020,REP
18316,C00480038,REP
18317,C00480046,REP
18318,C00480053,REP
18319,C00480087,REP
18320,C00480095,REP
18321,C00480103,DEM
18322,C00480111,REP
18323,C00480186,REP
18324,C00480194,REP
18325,C00480251,REP
18326,C00480277,DEM
18327,C00480285,REP
18328,C00480293,REP
18329,C00480319,REP
18330,C00480327,REP
18331,C00480343,REP
18332,C00480368,REP
18333,C00480376,REP
18334,C00480384,DEM
18335,C00480392,DEM
18336,C00480400,DEM
18337,C00480434,REP
18338,C00480442,DEM
18339,C00480459,DEM
18340,C00480483,REP
18341,C00480509,REP
18342,C00480517,REP
18343,C00480525,REP
18344,C00480533,DEM
18345,C00480558,REP
18346,C00480582,DEM
18347,C00480608,DEM
18348,C00480624,DEM
18349,C00480640,REP
18350,C00480707,REP
18351,C00480715,REP
18352,C00480731,REP
18353,C00480749,DEM
18354,C00480756,REP
18355,C00480764,REP
18356,C00480772,DEM
18357,C00480848,REP
18358,C00480855,DEM
18359,C00480871,REP
18360,C00480897,DEM
18361,C00480905,REP
18362,C00480970,REP
18363,C00481028,REP
18364,C00481044,REP
18365,C00481069,REP
18366,C00481127,DEM
18367,C00481135,REP
18368,C00481150,REP
18369,C00481168,DEM
18370,C00481184,REP
18371,C00481218,REP
18372,C00481226,REP
18373,C00481234,REP
18374,C00481259,DEM
18375,C00481267,REP
18376,C00481317,REP
18377,C00481333,DEM
18378,C00481341,REP
18379,C00481358,REP
18380,C00481374,REP
18381,C00481390,REP
18382,C00481408,DEM
18383,C00481416,REP
18384,C00481424,REP
18385,C00481440,REP
18386,C00481457,DEM
18387,C00481473,REP
18388,C00481499,REP
18389,C00481523,DEM
18390,C00481564,DEM
18391,C00481580,REP
18392,C00481614,REP
18393,C00481648,REP
18394,C00481655,REP
18395,C00481663,REP
18396,C00481689,DEM
18397,C00481705,REP
18398,C00481739,REP
18399,C00481754,REP
18400,C00481770,REP
18401,C00481788,REP
18402,C00481796,REP
18403,C00481804,DEM
18404,C00481853,REP
18405,C00481861,DEM
18406,C00481887,REP
18407,C00481895,DEM
18408,C00481911,REP
18409,C00481937,REP
18410,C00481945,DEM
18411,C00481952,DEM
18412,C00482059,REP
18413,C00482075,REP
18414,C00482091,REP
18415,C00482109,DEM
18416,C00482117,REP
18417,C00482141,DEM
18418,C00482158,DEM
18419,C00482208,DEM
18420,C00482216,REP
18421,C00482224,REP
18422,C00482232,REP
18423,C00482240,DEM
18424,C00482265,DEM
18425,C00482273,REP
18426,C00482281,REP
18427,C00482299,DEM
18428,C00482307,REP
18429,C00482315,DEM
18430,C00482323,REP
18431,C00482331,REP
18432,C00482398,REP
18433,C00482414,DEM
18434,C00482422,DEM
18435,C00482471,DEM
18436,C00482489,REP
18437,C00482505,REP
18438,C00482513,DEM
18439,C00482539,REP
18440,C00482554,DEM
18441,C00482562,REP
18442,C00482588,DEM
18443,C00482646,REP
18444,C00482653,REP
18445,C00482661,REP
18446,C00482737,REP
18447,C00482745,DEM
18448,C00482794,REP
18449,C00482802,REP
18450,C00482828,REP
18451,C00482844,DEM
18452,C00482869,REP
18453,C00482877,REP
18454,C00482885,REP
18455,C00482893,DEM
18456,C00482901,REP
18457,C00482919,REP
18458,C00482935,DEM
18459,C00482976,REP
18460,C00482984,REP
18461,C00483016,DEM
18462,C00483065,REP
18463,C00483073,REP
18464,C00483099,DEM
18465,C00483107,REP
18466,C00483149,DEM
18467,C00483156,REP
18468,C00483172,REP
18469,C00483198,DEM
18470,C00483255,REP
18471,C00483263,DEM
18472,C00483271,REP
18473,C00483297,DEM
18474,C00483305,REP
18475,C00483362,REP
18476,C00483370,REP
18477,C00483388,REP
18478,C00483404,REP
18479,C00483461,DEM
18480,C00483495,REP
18481,C00483511,DEM
18482,C00483537,REP
18483,C00483552,DEM
18484,C00483560,REP
18485,C00483578,DEM
18486,C00483586,REP
18487,C00483594,DEM
18488,C00483602,REP
18489,C00483610,REP
18490,C00483636,REP
18491,C00483644,DEM
18492,C00483669,DEM
18493,C00483735,REP
18494,C00483784,DEM
18495,C00483834,REP
18496,C00483842,DEM
18497,C00483859,REP
18498,C00483867,REP
18499,C00483925,DEM
18500,C00484097,REP
18501,C00484105,DEM
18502,C00484139,REP
18503,C00484212,REP
18504,C00484261,REP
18505,C00484279,DEM
18506,C00484303,REP
18507,C00484329,DEM
18508,C00484337,REP
18509,C00484345,DEM
18510,C00484436,REP
18511,C00484469,DEM
18512,C00484477,REP
18513,C00484493,REP
18514,C00484576,REP
18515,C00484683,REP
18516,C00484758,DEM
18517,C00484774,REP
18518,C00484808,DEM
18519,C00484824,REP
18520,C00484840,REP
18521,C00484931,REP
18522,C00484980,REP
18523,C00485029,DEM
18524,C00485078,REP
18525,C00485110,REP
18526,C00485177,REP
18527,C00485284,REP
18528,C00485292,REP
18529,C00485334,REP
18530,C00485342,REP
18531,C00485391,DEM
18532,C00485409,REP
18533,C00485441,DEM
18534,C00485458,REP
18535,C00485490,DEM
18536,C00485516,REP
18537,C00485573,REP
18538,C00485581,REP
18539,C00485599,DEM
18540,C00485649,REP
18541,C00485706,REP
18542,C00485805,DEM
18543,C00485813,REP
18544,C00485862,REP
18545,C00485888,DEM
18546,C00485987,REP
18547,C00485995,REP
18548,C00486001,REP
18549,C00486092,DEM
18550,C00486159,REP
18551,C00486225,DEM
18552,C00486274,REP
18553,C00486290,REP
18554,C00486316,DEM
18555,C00486357,REP
18556,C00486365,REP
18557,C00486456,DEM
18558,C00486506,REP
18559,C00486530,REP
18560,C00486563,DEM
18561,C00486662,REP
18562,C00486886,DEM
18563,C00487017,DEM
18564,C00487108,DEM
18565,C00487124,DEM
18566,C00487157,DEM
18567,C00487173,DEM
18568,C00487231,DEM
18569,C00487256,DEM
18570,C00487413,REP
18571,C00487454,REP
18572,C00487496,REP
18573,C00487520,REP
18574,C00487579,DEM
18575,C00487595,DEM
18576,C00487678,REP
18577,C00487694,REP
18578,C00487728,DEM
18579,C00487801,REP
18580,C00487843,REP
18581,C00488130,REP
18582,C00488148,REP
18583,C00488239,REP
18584,C00488247,REP
18585,C00488288,REP
18586,C00488361,REP
18587,C00488445,DEM
18588,C00488452,DEM
18589,C00488676,REP
18590,C00488684,REP
18591,C00489013,REP
18592,C00489195,DEM
18593,C00489369,REP
18594,C00489526,DEM
18595,C00489633,REP
18596,C00489823,REP
18597,C00489955,DEM
18598,C00490391,REP
18599,C00490532,REP
18600,C00490557,DEM
18601,C00490615,DEM
18602,C00490722,DEM
18603,C00490797,REP
18604,C00490813,REP
18605,C00490870,DEM
18606,C00490920,DEM
18607,C00490938,REP
18608,C00490946,REP
18609,C00491258,REP
18610,C00491308,REP
18611,C00491357,REP
18612,C00491399,REP
18613,C00491431,REP
18614,C00491464,REP
18615,C00491530,REP
18616,C00491662,DEM
18617,C00491688,REP
18618,C00491746,DEM
18619,C00491753,REP
18620,C00491787,DEM
18621,C00491852,REP
18622,C00491902,REP
18623,C00491977,DEM
18624,C00492009,REP
18625,C00492066,REP
18626,C00492090,REP
18627,C00492108,REP
18628,C00492207,REP
18629,C00492231,REP
18630,C00492272,DEM
18631,C00492330,DEM
18632,C00492348,DEM
18633,C00492371,DEM
18634,C00492389,DEM
18635,C00492413,REP
18636,C00492447,REP
18637,C00492454,REP
18638,C00492462,REP
18639,C00492470,REP
18640,C00492488,REP
18641,C00492645,DEM
18642,C00492694,DEM
18643,C00492702,REP
18644,C00492744,REP
18645,C00492777,REP
18646,C00492785,REP
18647,C00492793,DEM
18648,C00492801,REP
18649,C00492835,REP
18650,C00492843,REP
18651,C00492892,REP
18652,C00492918,REP
18653,C00492926,REP
18654,C00492959,REP
18655,C00492967,DEM
18656,C00492991,DEM
18657,C00493015,REP
18658,C00493023,DEM
18659,C00493056,REP
18660,C00493155,REP
18661,C00493171,REP
18662,C00493189,DEM
18663,C00493197,DEM
18664,C00493205,DEM
18665,C00493213,DEM
18666,C00493247,DEM
18667,C00493254,DEM
18668,C00493288,REP
18669,C00493296,REP
18670,C00493338,REP
18671,C00493346,REP
18672,C00493379,REP
18673,C00493395,REP
18674,C00493403,REP
18675,C00493437,REP
18676,C00493460,REP
18677,C00493536,REP
18678,C00493585,DEM
18679,C00493601,REP
18680,C00493619,REP
18681,C00493627,DEM
18682,C00493676,REP
18683,C00493684,DEM
18684,C00493742,DEM
18685,C00493825,DEM
18686,C00493858,REP
18687,C00493866,REP
18688,C00493874,REP
18689,C00493916,REP
18690,C00493957,REP
18691,C00493965,REP
18692,C00493973,REP
18693,C00493981,REP
18694,C00494013,DEM
18695,C00494070,REP
18696,C00494088,REP
18697,C00494096,DEM
18698,C00494120,REP
18699,C00494138,REP
18700,C00494187,DEM
18701,C00494203,DEM
18702,C00494229,REP
18703,C00494310,REP
18704,C00494369,REP
18705,C00494377,DEM
18706,C00494393,REP
18707,C00494401,REP
18708,C00494443,REP
18709,C00494450,DEM
18710,C00494468,REP
18711,C00494575,REP
18712,C00494583,REP
18713,C00494591,DEM
18714,C00494641,REP
18715,C00494773,DEM
18716,C00494815,REP
18717,C00494823,REP
18718,C00494831,DEM
18719,C00494849,REP
18720,C00494856,DEM
18721,C00494864,REP
18722,C00494872,DEM
18723,C00494880,DEM
18724,C00494906,REP
18725,C00494914,REP
18726,C00494930,REP
18727,C00494948,REP
18728,C00494971,REP
18729,C00494989,REP
18730,C00495085,REP
18731,C00495093,REP
18732,C00495119,DEM
18733,C00495135,DEM
18734,C00495192,REP
18735,C00495226,REP
18736,C00495267,REP
18737,C00495325,REP
18738,C00495333,REP
18739,C00495358,DEM
18740,C00495374,REP
18741,C00495408,REP
18742,C00495416,REP
18743,C00495432,REP
18744,C00495507,DEM
18745,C00495515,REP
18746,C00495523,DEM
18747,C00495531,REP
18748,C00495549,REP
18749,C00495572,DEM
18750,C00495598,DEM
18751,C00495606,REP
18752,C00495614,DEM
18753,C00495630,REP
18754,C00495648,REP
18755,C00495655,DEM
18756,C00495671,DEM
18757,C00495689,REP
18758,C00495747,REP
18759,C00495770,DEM
18760,C00495804,REP
18761,C00495812,REP
18762,C00495820,REP
18763,C00495838,DEM
18764,C00495846,REP
18765,C00495853,DEM
18766,C00495879,DEM
