,CMTE_ID,CMTE_PTY_AFFILIATION
12817,C00396028,DEM
12818,C00396044,DEM
12819,C00396648,DEM
12820,C00396697,DEM
12821,C00396721,REP
12822,C00396861,REP
12823,C00396994,DEM
12824,C00397026,DEM
12825,C00397034,DEM
12826,C00397505,DEM
12827,C00397612,DEM
12828,C00397653,REP
12829,C00397679,DEM
12830,C00397737,REP
12831,C00397836,REP
12832,C00397844,DEM
12833,C00397935,DEM
12834,C00398305,DEM
12835,C00398438,REP
12836,C00398644,DEM
12837,C00398974,REP
12838,C00399055,REP
12839,C00399071,DEM
12840,C00399113,REP
12841,C00399188,REP
12842,C00399261,REP
12843,C00399311,REP
12844,C00399477,DEM
12845,C00400077,DEM
12846,C00400168,REP
12847,C00400465,REP
12848,C00400580,DEM
12849,C00401000,DEM
12850,C00401034,DEM
12851,C00401067,REP
12852,C00401190,DEM
12853,C00401315,REP
12854,C00401331,DEM
12855,C00401521,DEM
12856,C00401976,REP
12857,C00402404,DEM
12858,C00402420,DEM
12859,C00402586,DEM
12860,C00402628,DEM
12861,C00402651,DEM
12862,C00402685,DEM
12863,C00402701,DEM
12864,C00402784,REP
12865,C00402826,DEM
12866,C00402842,DEM
12867,C00403097,DEM
12868,C00403154,DEM
12869,C00403360,DEM
12870,C00403535,REP
12871,C00404020,REP
12872,C00404145,DEM
12873,C00404160,DEM
12874,C00404327,DEM
12875,C00404335,DEM
12876,C00404434,REP
12877,C00404665,DEM
12878,C00404871,DEM
12879,C00405043,REP
12880,C00405233,DEM
12881,C00405290,DEM
12882,C00405373,REP
12883,C00405431,DEM
12884,C00405696,REP
12885,C00405837,REP
12886,C00405852,REP
12887,C00405894,DEM
12888,C00406041,DEM
12889,C00406256,DEM
12890,C00406272,DEM
12891,C00406322,REP
12892,C00406371,DEM
12893,C00406447,DEM
12894,C00406488,DEM
12895,C00406629,DEM
12896,C00406645,REP
12897,C00406876,DEM
12898,C00406918,DEM
12899,C00407627,DEM
12900,C00407650,REP
12901,C00408013,DEM
12902,C00408088,DEM
12903,C00408161,DEM
12904,C00408286,DEM
12905,C00408534,REP
12906,C00408559,DEM
12907,C00408823,REP
12908,C00408922,REP
12909,C00409219,DEM
12910,C00409359,DEM
12911,C00409383,REP
12912,C00409433,REP
12913,C00409441,DEM
12914,C00409466,DEM
12915,C00409490,REP
12916,C00409581,REP
12917,C00409664,DEM
12918,C00409797,DEM
12919,C00409847,REP
12920,C00409912,DEM
12921,C00410043,DEM
12922,C00410118,REP
12923,C00410191,DEM
12924,C00410225,DEM
12925,C00410233,DEM
12926,C00410357,REP
12927,C00410365,REP
12928,C00410415,REP
12929,C00410423,DEM
12930,C00410522,DEM
12931,C00410639,DEM
12932,C00410647,REP
12933,C00410753,DEM
12934,C00410761,DEM
12935,C00410803,DEM
12936,C00410829,DEM
12937,C00410837,REP
12938,C00410886,REP
12939,C00410969,REP
12940,C00411009,REP
12941,C00411041,DEM
12942,C00411124,REP
12943,C00411215,REP
12944,C00411272,DEM
12945,C00411306,DEM
12946,C00411314,REP
12947,C00411348,DEM
12948,C00411371,DEM
12949,C00411512,REP
12950,C00411603,DEM
12951,C00411660,DEM
12952,C00411777,DEM
12953,C00411785,DEM
12954,C00411835,DEM
12955,C00411934,DEM
12956,C00411991,DEM
12957,C00412015,DEM
12958,C00412049,REP
12959,C00412080,REP
12960,C00412304,DEM
12961,C00412312,REP
12962,C00412346,DEM
12963,C00412361,DEM
12964,C00412387,REP
12965,C00412452,REP
12966,C00412478,DEM
12967,C00412486,DEM
12968,C00412528,DEM
12969,C00412544,REP
12970,C00412569,REP
12971,C00412601,REP
12972,C00412627,DEM
12973,C00412759,REP
12974,C00412809,DEM
12975,C00412817,REP
12976,C00412890,REP
12977,C00413096,REP
12978,C00413179,DEM
12979,C00413211,DEM
12980,C00413229,DEM
12981,C00413286,DEM
12982,C00413310,DEM
12983,C00413393,DEM
12984,C00413419,DEM
12985,C00413500,DEM
12986,C00413609,DEM
12987,C00413633,REP
12988,C00413674,DEM
12989,C00413682,DEM
12990,C00413773,REP
12991,C00413781,DEM
12992,C00413914,DEM
12993,C00414078,REP
12994,C00414094,DEM
12995,C00414110,REP
12996,C00414128,REP
12997,C00414177,DEM
12998,C00414250,DEM
12999,C00414318,DEM
13000,C00414375,REP
13001,C00414391,DEM
13002,C00414540,DEM
13003,C00414581,DEM
13004,C00414664,DEM
13005,C00414680,REP
13006,C00414730,DEM
13007,C00414748,REP
13008,C00414821,REP
13009,C00414946,REP
13010,C00414961,DEM
13011,C00415034,DEM
13012,C00415075,REP
13013,C00415182,DEM
13014,C00415331,DEM
13015,C00415414,REP
13016,C00415422,REP
13017,C00415430,DEM
13018,C00415570,REP
13019,C00415588,DEM
13020,C00415679,DEM
13021,C00415745,DEM
13022,C00415778,REP
13023,C00415828,DEM
13024,C00415885,DEM
13025,C00415927,REP
13026,C00415943,DEM
13027,C00416016,DEM
13028,C00416032,DEM
13029,C00416040,DEM
13030,C00416156,DEM
13031,C00416164,DEM
13032,C00416172,DEM
13033,C00416248,DEM
13034,C00416255,REP
13035,C00416362,REP
13036,C00416388,REP
13037,C00416461,REP
13038,C00416537,DEM
13039,C00416594,REP
13040,C00416719,DEM
13041,C00416743,DEM
13042,C00416784,REP
13043,C00416818,DEM
13044,C00416826,DEM
13045,C00416883,DEM
13046,C00417014,REP
13047,C00417063,REP
13048,C00417204,REP
13049,C00417238,DEM
13050,C00417311,REP
13051,C00417402,DEM
13052,C00417410,DEM
13053,C00417451,DEM
13054,C00417501,DEM
13055,C00417543,DEM
13056,C00417550,DEM
13057,C00417600,DEM
13058,C00417618,DEM
13059,C00417709,DEM
13060,C00417816,DEM
13061,C00417881,REP
13062,C00417899,DEM
13063,C00417972,REP
13064,C00417998,DEM
13065,C00418129,DEM
13066,C00418160,DEM
13067,C00418244,REP
13068,C00418293,DEM
13069,C00418368,REP
13070,C00418467,REP
13071,C00418483,DEM
13072,C00418541,DEM
13073,C00418590,DEM
13074,C00418632,DEM
13075,C00418673,REP
13076,C00418707,REP
13077,C00418889,REP
13078,C00419143,DEM
13079,C00419150,DEM
13080,C00419184,DEM
13081,C00419267,REP
13082,C00419291,DEM
13083,C00419630,DEM
13084,C00419713,DEM
13085,C00419820,DEM
13086,C00419853,DEM
13087,C00419978,DEM
13088,C00419986,DEM
13089,C00420091,DEM
13090,C00420166,DEM
13091,C00420174,REP
13092,C00420190,DEM
13093,C00420216,DEM
13094,C00420224,REP
13095,C00420505,DEM
13096,C00420562,REP
13097,C00420612,REP
13098,C00420679,DEM
13099,C00420737,DEM
13100,C00420745,REP
13101,C00420760,DEM
13102,C00420935,REP
13103,C00421107,DEM
13104,C00421115,DEM
13105,C00421131,REP
13106,C00421271,DEM
13107,C00421339,DEM
13108,C00421396,DEM
13109,C00421453,DEM
13110,C00421479,REP
13111,C00421560,REP
13112,C00421586,DEM
13113,C00421602,DEM
13114,C00421677,REP
13115,C00421685,DEM
13116,C00421693,DEM
13117,C00421727,REP
13118,C00421750,REP
13119,C00421776,REP
13120,C00421859,REP
13121,C00421867,DEM
13122,C00421883,DEM
13123,C00421891,REP
13124,C00421966,DEM
13125,C00422022,DEM
13126,C00422048,REP
13127,C00422097,REP
13128,C00422105,DEM
13129,C00422113,REP
13130,C00422360,DEM
13131,C00422410,DEM
13132,C00422519,DEM
13133,C00422642,DEM
13134,C00422923,DEM
13135,C00422956,DEM
13136,C00422964,DEM
13137,C00422972,DEM
13138,C00422980,DEM
13139,C00423038,REP
13140,C00423178,REP
13141,C00423194,DEM
13142,C00423202,DEM
13143,C00423210,REP
13144,C00423376,DEM
13145,C00423384,REP
13146,C00423400,DEM
13147,C00423632,REP
13148,C00423640,DEM
13149,C00423798,DEM
13150,C00423897,DEM
13151,C00424044,DEM
13152,C00424051,DEM
13153,C00424077,DEM
13154,C00424119,REP
13155,C00424127,DEM
13156,C00424226,DEM
13157,C00424242,REP
13158,C00424291,REP
13159,C00424408,REP
13160,C00424457,REP
13161,C00424564,DEM
13162,C00424655,DEM
13163,C00424713,DEM
13164,C00424739,DEM
13165,C00425223,DEM
13166,C00425421,DEM
13167,C00425462,DEM
13168,C00425538,REP
13169,C00425546,REP
13170,C00425595,DEM
13171,C00425983,REP
13172,C00425991,DEM
13173,C00426007,DEM
13174,C00426080,REP
13175,C00426171,DEM
13176,C00426205,REP
13177,C00426221,DEM
13178,C00426387,REP
13179,C00426544,DEM
13180,C00426718,REP
13181,C00426742,REP
13182,C00426999,REP
13183,C00427229,DEM
13184,C00427260,DEM
13185,C00427328,DEM
13186,C00427492,REP
13187,C00427609,REP
13188,C00427708,REP
13189,C00427807,DEM
13190,C00427856,DEM
13191,C00427898,REP
13192,C00427948,DEM
13193,C00427955,DEM
13194,C00428276,DEM
13195,C00428292,REP
13196,C00428367,DEM
13197,C00428375,DEM
13198,C00428425,DEM
13199,C00428516,DEM
13200,C00428565,DEM
13201,C00428599,DEM
13202,C00428771,DEM
13203,C00428797,DEM
13204,C00428987,REP
13205,C00429225,DEM
13206,C00429282,REP
13207,C00429464,DEM
13208,C00429514,DEM
13209,C00429563,DEM
13210,C00429589,DEM
13211,C00429720,DEM
13212,C00429795,DEM
13213,C00430108,DEM
13214,C00430306,DEM
13215,C00430462,REP
13216,C00430470,REP
13217,C00430496,REP
13218,C00430504,REP
13219,C00430512,REP
13220,C00430520,REP
13221,C00430686,DEM
13222,C00430694,REP
13223,C00430702,REP
13224,C00430710,REP
13225,C00430728,DEM
13226,C00430801,REP
13227,C00430934,REP
13228,C00430959,DEM
13229,C00430975,DEM
13230,C00430991,DEM
13231,C00431031,REP
13232,C00431049,DEM
13233,C00431056,DEM
13234,C00431171,REP
13235,C00431205,DEM
13236,C00431262,DEM
13237,C00431288,REP
13238,C00431304,DEM
13239,C00431320,REP
13240,C00431379,DEM
13241,C00431411,REP
13242,C00431445,DEM
13243,C00431502,DEM
13244,C00431569,DEM
13245,C00431577,DEM
13246,C00431593,DEM
13247,C00431619,REP
13248,C00431643,REP
13249,C00431668,DEM
13250,C00431684,REP
13251,C00431791,REP
13252,C00431809,REP
13253,C00431841,DEM
13254,C00431866,DEM
13255,C00431908,REP
13256,C00431916,DEM
13257,C00431999,DEM
13258,C00432013,REP
13259,C00432021,DEM
13260,C00432047,REP
13261,C00432088,REP
13262,C00432120,REP
13263,C00432146,REP
13264,C00432179,REP
13265,C00432187,REP
13266,C00432195,REP
13267,C00432245,REP
13268,C00432344,REP
13269,C00432351,REP
13270,C00432401,DEM
13271,C00432435,REP
13272,C00432476,REP
13273,C00432484,DEM
13274,C00432591,DEM
13275,C00432666,REP
13276,C00432674,DEM
13277,C00432682,DEM
13278,C00432716,REP
13279,C00432732,DEM
13280,C00432799,REP
13281,C00432872,REP
13282,C00432898,REP
13283,C00432906,REP
13284,C00432914,REP
13285,C00432948,REP
13286,C00432955,REP
13287,C00433128,DEM
13288,C00433136,DEM
13289,C00433151,REP
13290,C00433235,DEM
13291,C00433276,DEM
13292,C00433367,REP
13293,C00433383,DEM
13294,C00433391,DEM
13295,C00433458,REP
13296,C00433516,REP
13297,C00433524,REP
13298,C00433557,DEM
13299,C00433581,REP
13300,C00433623,REP
13301,C00433649,DEM
13302,C00433730,REP
13303,C00433748,DEM
13304,C00433763,DEM
13305,C00433813,DEM
13306,C00433821,REP
13307,C00433888,DEM
13308,C00433920,REP
13309,C00433938,REP
13310,C00433979,DEM
13311,C00433987,REP
13312,C00434001,REP
13313,C00434035,REP
13314,C00434084,REP
13315,C00434134,REP
13316,C00434175,DEM
13317,C00434191,DEM
13318,C00434209,REP
13319,C00434241,DEM
13320,C00434258,REP
13321,C00434324,DEM
13322,C00434340,DEM
13323,C00434407,REP
13324,C00434449,REP
13325,C00434456,DEM
13326,C00434506,DEM
13327,C00434514,DEM
13328,C00434522,REP
13329,C00434530,DEM
13330,C00434563,DEM
13331,C00434571,DEM
13332,C00434589,DEM
13333,C00434597,DEM
13334,C00434605,DEM
13335,C00434613,REP
13336,C00434621,DEM
13337,C00434639,REP
13338,C00434647,DEM
13339,C00434654,DEM
13340,C00434662,DEM
13341,C00434738,REP
13342,C00434753,REP
13343,C00434845,DEM
13344,C00434878,DEM
13345,C00434886,DEM
13346,C00434928,REP
13347,C00434936,DEM
13348,C00434951,REP
13349,C00434977,DEM
13350,C00434985,REP
13351,C00434993,DEM
13352,C00435008,REP
13353,C00435065,DEM
13354,C00435081,REP
13355,C00435099,DEM
13356,C00435115,DEM
13357,C00435123,DEM
13358,C00435164,DEM
13359,C00435172,REP
13360,C00435180,DEM
13361,C00435198,REP
13362,C00435248,REP
13363,C00435305,DEM
13364,C00435313,REP
13365,C00435339,REP
13366,C00435370,DEM
13367,C00435388,REP
13368,C00435412,DEM
13369,C00435420,REP
13370,C00435438,REP
13371,C00435529,DEM
13372,C00435545,REP
13373,C00435560,DEM
13374,C00435586,DEM
13375,C00435628,REP
13376,C00435636,DEM
13377,C00435644,REP
13378,C00435669,DEM
13379,C00435685,REP
13380,C00435693,REP
13381,C00435743,DEM
13382,C00435768,DEM
13383,C00435776,REP
13384,C00435826,DEM
13385,C00435834,REP
13386,C00435842,DEM
13387,C00435875,REP
13388,C00435883,DEM
13389,C00435891,DEM
13390,C00435966,DEM
13391,C00435974,REP
13392,C00436030,DEM
13393,C00436063,DEM
13394,C00436089,DEM
13395,C00436113,REP
13396,C00436154,REP
13397,C00436170,REP
13398,C00436204,DEM
13399,C00436246,DEM
13400,C00436303,DEM
13401,C00436311,DEM
13402,C00436337,DEM
13403,C00436345,DEM
13404,C00436378,DEM
13405,C00436386,REP
13406,C00436410,REP
13407,C00436428,REP
13408,C00436444,DEM
13409,C00436451,REP
13410,C00436477,REP
13411,C00436519,DEM
13412,C00436527,DEM
13413,C00436568,REP
13414,C00436618,DEM
13415,C00436642,REP
13416,C00436659,DEM
13417,C00436758,DEM
13418,C00436766,DEM
13419,C00436790,DEM
13420,C00436824,DEM
13421,C00436857,DEM
13422,C00436964,DEM
13423,C00437004,REP
13424,C00437095,DEM
13425,C00437103,REP
13426,C00437152,REP
13427,C00437210,REP
13428,C00437251,DEM
13429,C00437277,DEM
13430,C00437285,DEM
13431,C00437293,DEM
13432,C00437343,REP
13433,C00437350,DEM
13434,C00437368,DEM
13435,C00437459,REP
13436,C00437558,DEM
13437,C00437582,DEM
13438,C00437590,DEM
13439,C00437616,DEM
13440,C00437640,DEM
13441,C00437665,REP
13442,C00437681,REP
13443,C00437715,REP
13444,C00437756,REP
13445,C00437764,DEM
13446,C00437772,DEM
13447,C00437830,REP
13448,C00437848,REP
13449,C00437863,DEM
13450,C00437871,DEM
13451,C00437889,DEM
13452,C00437905,DEM
13453,C00437913,REP
13454,C00437947,REP
13455,C00437996,REP
13456,C00438069,DEM
13457,C00438077,REP
13458,C00438101,REP
13459,C00438127,REP
13460,C00438135,REP
13461,C00438143,REP
13462,C00438150,DEM
13463,C00438168,REP
13464,C00438184,REP
13465,C00438200,REP
13466,C00438218,REP
13467,C00438242,REP
13468,C00438275,REP
13469,C00438309,REP
13470,C00438317,REP
13471,C00438325,DEM
13472,C00438341,DEM
13473,C00438374,DEM
13474,C00438408,REP
13475,C00438416,DEM
13476,C00438424,DEM
13477,C00438432,DEM
13478,C00438473,REP
13479,C00438507,REP
13480,C00438564,DEM
13481,C00438614,REP
13482,C00438630,REP
13483,C00438671,REP
13484,C00438697,REP
13485,C00438713,DEM
13486,C00438739,DEM
13487,C00438788,DEM
13488,C00438846,DEM
13489,C00438861,REP
13490,C00438879,REP
13491,C00438895,DEM
13492,C00438911,DEM
13493,C00438937,DEM
13494,C00438952,DEM
13495,C00438994,DEM
13496,C00439018,DEM
13497,C00439067,DEM
13498,C00439075,DEM
13499,C00439083,REP
13500,C00439091,REP
13501,C00439109,DEM
13502,C00439117,DEM
13503,C00439133,DEM
13504,C00439182,DEM
13505,C00439224,DEM
13506,C00439232,DEM
13507,C00439315,DEM
13508,C00439331,DEM
13509,C00439349,DEM
13510,C00439356,DEM
13511,C00439364,DEM
13512,C00439372,REP
13513,C00439380,REP
13514,C00439430,REP
13515,C00439455,DEM
13516,C00439471,REP
13517,C00439489,DEM
13518,C00439497,DEM
13519,C00439505,REP
13520,C00439513,REP
13521,C00439547,DEM
13522,C00439570,REP
13523,C00439653,DEM
13524,C00439661,REP
13525,C00439687,DEM
13526,C00439703,DEM
13527,C00439737,REP
13528,C00439760,REP
13529,C00439786,DEM
13530,C00439802,REP
13531,C00439810,DEM
13532,C00439851,REP
13533,C00439869,REP
13534,C00439893,DEM
13535,C00439919,DEM
13536,C00439935,REP
13537,C00439950,REP
13538,C00440016,DEM
13539,C00440073,REP
13540,C00440099,REP
13541,C00440107,DEM
13542,C00440115,REP
13543,C00440149,DEM
13544,C00440156,DEM
13545,C00440172,DEM
13546,C00440180,REP
13547,C00440198,DEM
13548,C00440230,DEM
13549,C00440271,DEM
13550,C00440297,REP
13551,C00440362,REP
13552,C00440388,DEM
13553,C00440420,REP
13554,C00440495,DEM
13555,C00440503,DEM
13556,C00440529,REP
13557,C00440537,DEM
13558,C00440594,REP
13559,C00440602,DEM
13560,C00440610,DEM
13561,C00440628,DEM
13562,C00440644,REP
13563,C00440685,REP
13564,C00440701,REP
13565,C00440727,REP
13566,C00440735,DEM
13567,C00440750,DEM
13568,C00440768,REP
13569,C00440792,REP
13570,C00440818,REP
13571,C00440859,DEM
13572,C00440867,DEM
13573,C00440875,DEM
13574,C00440909,DEM
13575,C00440917,DEM
13576,C00440974,REP
13577,C00441006,REP
13578,C00441014,REP
13579,C00441022,DEM
13580,C00441030,REP
13581,C00441048,REP
13582,C00441097,DEM
13583,C00441105,DEM
13584,C00441121,DEM
13585,C00441170,DEM
13586,C00441188,DEM
13587,C00441212,REP
13588,C00441220,REP
13589,C00441238,REP
13590,C00441246,DEM
13591,C00441261,REP
13592,C00441287,REP
13593,C00441295,REP
13594,C00441329,REP
13595,C00441337,DEM
13596,C00441345,REP
13597,C00441352,REP
13598,C00441394,REP
13599,C00441410,REP
13600,C00441428,REP
13601,C00441444,DEM
13602,C00441451,REP
13603,C00441535,REP
13604,C00441543,REP
13605,C00441600,DEM
13606,C00441634,DEM
13607,C00441709,DEM
13608,C00441717,DEM
13609,C00441774,REP
13610,C00441790,REP
13611,C00441840,REP
13612,C00441857,REP
13613,C00441865,REP
13614,C00441915,REP
13615,C00441956,REP
13616,C00442053,REP
13617,C00442061,REP
13618,C00442111,DEM
13619,C00442145,DEM
13620,C00442160,DEM
13621,C00442194,REP
13622,C00442236,DEM
13623,C00442293,DEM
13624,C00442384,DEM
13625,C00442400,REP
13626,C00442483,DEM
13627,C00442491,REP
13628,C00442517,REP
13629,C00442525,REP
13630,C00442558,REP
13631,C00442616,DEM
13632,C00442657,REP
13633,C00442665,DEM
13634,C00442723,DEM
13635,C00442731,DEM
13636,C00442780,DEM
13637,C00442806,REP
13638,C00442814,DEM
13639,C00442822,DEM
13640,C00442863,REP
13641,C00442871,DEM
13642,C00442921,DEM
13643,C00442939,REP
13644,C00442988,DEM
13645,C00443002,DEM
13646,C00443036,DEM
13647,C00443051,REP
13648,C00443069,DEM
13649,C00443077,REP
13650,C00443135,DEM
13651,C00443143,DEM
13652,C00443150,DEM
13653,C00443184,DEM
13654,C00443192,DEM
13655,C00443200,DEM
13656,C00443218,REP
13657,C00443275,REP
13658,C00443283,DEM
13659,C00443333,REP
13660,C00443358,REP
13661,C00443366,DEM
13662,C00443374,REP
13663,C00443382,REP
13664,C00443390,REP
13665,C00443408,REP
13666,C00443416,REP
13667,C00443424,DEM
13668,C00443432,DEM
13669,C00443457,REP
13670,C00443465,REP
13671,C00443481,REP
13672,C00443531,REP
13673,C00443556,REP
13674,C00443580,REP
13675,C00443606,DEM
13676,C00443614,REP
13677,C00443630,DEM
13678,C00443648,REP
13679,C00443689,DEM
13680,C00443705,DEM
13681,C00443713,DEM
13682,C00443754,REP
13683,C00443762,REP
13684,C00443788,DEM
13685,C00443804,REP
13686,C00443820,DEM
13687,C00443846,DEM
13688,C00443853,DEM
13689,C00443861,REP
13690,C00443879,REP
13691,C00443960,DEM
13692,C00443978,DEM
13693,C00443986,REP
13694,C00443994,DEM
13695,C00444018,DEM
13696,C00444034,DEM
13697,C00444067,REP
13698,C00444083,DEM
13699,C00444091,REP
13700,C00444125,REP
13701,C00444133,REP
13702,C00444158,DEM
13703,C00444166,REP
13704,C00444182,DEM
13705,C00444190,REP
13706,C00444208,REP
13707,C00444216,REP
13708,C00444224,REP
13709,C00444232,DEM
13710,C00444257,DEM
13711,C00444265,DEM
13712,C00444281,REP
13713,C00444299,DEM
13714,C00444307,REP
13715,C00444315,DEM
13716,C00444323,REP
13717,C00444331,DEM
13718,C00444372,REP
13719,C00444380,REP
13720,C00444406,REP
13721,C00444422,REP
13722,C00444471,REP
13723,C00444489,REP
13724,C00444505,REP
13725,C00444547,REP
13726,C00444596,DEM
13727,C00444604,DEM
13728,C00444620,REP
13729,C00444646,REP
13730,C00444653,DEM
13731,C00444661,DEM
13732,C00444687,DEM
13733,C00444703,REP
13734,C00444711,REP
13735,C00444729,REP
13736,C00444737,REP
13737,C00444778,DEM
13738,C00444810,DEM
13739,C00444828,DEM
13740,C00444836,REP
13741,C00444844,DEM
13742,C00444893,REP
13743,C00444901,DEM
13744,C00444919,REP
13745,C00444927,REP
13746,C00444968,REP
13747,C00444984,DEM
13748,C00444992,REP
13749,C00445015,REP
13750,C00445023,REP
13751,C00445049,DEM
13752,C00445056,DEM
13753,C00445064,DEM
13754,C00445072,DEM
13755,C00445106,DEM
13756,C00445114,DEM
13757,C00445122,REP
13758,C00445130,DEM
13759,C00445155,DEM
13760,C00445163,DEM
13761,C00445189,DEM
13762,C00445213,DEM
13763,C00445239,DEM
13764,C00445270,DEM
13765,C00445288,DEM
13766,C00445296,REP
13767,C00445312,DEM
13768,C00445320,DEM
13769,C00445338,REP
13770,C00445361,DEM
13771,C00445403,DEM
13772,C00445452,DEM
13773,C00445460,DEM
13774,C00445478,REP
13775,C00445494,REP
13776,C00445502,DEM
13777,C00445510,REP
13778,C00445536,REP
13779,C00445551,REP
13780,C00445569,REP
13781,C00445577,REP
13782,C00445585,DEM
13783,C00445601,REP
13784,C00445627,REP
13785,C00445635,DEM
13786,C00445643,DEM
13787,C00445650,DEM
13788,C00445668,REP
13789,C00445692,REP
13790,C00445726,DEM
13791,C00445734,DEM
13792,C00445775,REP
13793,C00445916,REP
13794,C00445924,DEM
13795,C00445932,DEM
13796,C00445940,DEM
13797,C00445957,DEM
13798,C00445973,DEM
13799,C00445999,REP
13800,C00446054,DEM
13801,C00446062,REP
13802,C00446070,DEM
13803,C00446104,REP
13804,C00446112,DEM
13805,C00446138,DEM
13806,C00446146,REP
13807,C00446153,DEM
13808,C00446211,REP
13809,C00446245,DEM
13810,C00446252,DEM
13811,C00446260,DEM
13812,C00446302,DEM
13813,C00446336,REP
13814,C00446351,REP
13815,C00446377,DEM
13816,C00446419,DEM
13817,C00446450,REP
13818,C00446468,REP
13819,C00446476,REP
13820,C00446484,DEM
13821,C00446492,REP
13822,C00446534,DEM
13823,C00446559,DEM
13824,C00446583,DEM
13825,C00446617,REP
13826,C00446633,DEM
13827,C00446682,REP
13828,C00446690,DEM
13829,C00446740,DEM
13830,C00446757,DEM
13831,C00446765,DEM
13832,C00446781,REP
13833,C00446799,REP
13834,C00446815,REP
13835,C00446856,DEM
13836,C00446864,DEM
13837,C00446872,DEM
13838,C00446898,REP
13839,C00446906,DEM
13840,C00446914,REP
13841,C00446922,REP
13842,C00446971,DEM
13843,C00446989,REP
13844,C00446997,DEM
13845,C00447011,REP
13846,C00447029,DEM
13847,C00447037,DEM
13848,C00447045,REP
13849,C00447052,REP
13850,C00447136,DEM
13851,C00447193,DEM
13852,C00447243,REP
13853,C00447250,REP
13854,C00447268,REP
13855,C00447359,REP
13856,C00447367,DEM
13857,C00447375,DEM
13858,C00447391,REP
13859,C00447417,REP
13860,C00447466,REP
13861,C00447508,DEM
13862,C00447516,REP
13863,C00447532,DEM
13864,C00447540,REP
13865,C00447607,REP
13866,C00447615,REP
13867,C00447623,REP
13868,C00447649,DEM
13869,C00447664,DEM
13870,C00447698,REP
13871,C00447706,REP
13872,C00447748,REP
13873,C00447755,REP
13874,C00447763,REP
13875,C00447789,REP
13876,C00447797,DEM
13877,C00447821,DEM
13878,C00447854,REP
13879,C00447888,REP
13880,C00447987,REP
13881,C00447995,DEM
13882,C00448035,REP
13883,C00448050,REP
13884,C00448076,DEM
13885,C00448134,DEM
13886,C00448159,REP
13887,C00448175,DEM
13888,C00448183,REP
13889,C00448225,REP
13890,C00448233,DEM
13891,C00448241,DEM
13892,C00448266,DEM
13893,C00448282,REP
13894,C00448290,DEM
13895,C00448308,REP
13896,C00448340,DEM
13897,C00448357,REP
13898,C00448365,DEM
13899,C00448407,REP
13900,C00448415,REP
13901,C00448423,REP
13902,C00448506,REP
13903,C00448514,REP
13904,C00448522,REP
13905,C00448589,DEM
13906,C00448613,DEM
13907,C00448621,REP
13908,C00448654,DEM
13909,C00448720,REP
13910,C00448795,DEM
13911,C00448811,REP
13912,C00448894,DEM
13913,C00448928,DEM
13914,C00448936,DEM
13915,C00448969,REP
13916,C00448977,REP
13917,C00449017,REP
13918,C00449025,DEM
13919,C00449074,REP
13920,C00449090,REP
13921,C00449140,REP
13922,C00449181,REP
13923,C00449199,REP
13924,C00449215,REP
13925,C00449231,REP
13926,C00449249,REP
13927,C00449256,REP
13928,C00449264,DEM
13929,C00449322,REP
13930,C00449397,REP
13931,C00449405,REP
13932,C00449439,DEM
13933,C00449504,DEM
13934,C00449512,DEM
13935,C00449553,DEM
13936,C00449587,REP
13937,C00449629,REP
13938,C00449652,DEM
13939,C00449660,DEM
13940,C00449678,DEM
13941,C00449686,REP
13942,C00449751,DEM
13943,C00449793,DEM
13944,C00449975,DEM
13945,C00450015,REP
13946,C00450023,REP
13947,C00450031,REP
13948,C00450049,DEM
13949,C00450130,REP
13950,C00450148,REP
13951,C00450262,REP
13952,C00450312,REP
13953,C00450338,DEM
13954,C00450346,REP
13955,C00450353,REP
13956,C00450361,DEM
13957,C00450395,DEM
13958,C00450478,DEM
13959,C00450569,DEM
13960,C00450577,DEM
13961,C00450676,DEM
13962,C00450684,DEM
13963,C00450718,DEM
13964,C00450742,REP
13965,C00450817,REP
13966,C00450825,REP
13967,C00450858,DEM
13968,C00450981,DEM
13969,C00451005,REP
13970,C00451039,REP
13971,C00451047,REP
13972,C00451062,DEM
13973,C00451070,REP
13974,C00451104,DEM
13975,C00451112,DEM
13976,C00451120,DEM
13977,C00451138,DEM
13978,C00451146,DEM
13979,C00451161,DEM
13980,C00451195,REP
13981,C00451252,REP
13982,C00451336,DEM
13983,C00451344,DEM
13984,C00451419,DEM
13985,C00451559,DEM
13986,C00451617,REP
13987,C00451658,DEM
13988,C00451666,DEM
13989,C00451674,DEM
13990,C00451807,REP
13991,C00451831,REP
13992,C00451849,DEM
13993,C00451856,DEM
13994,C00451864,REP
13995,C00451906,REP
13996,C00451930,DEM
13997,C00451948,REP
13998,C00452011,DEM
13999,C00452060,DEM
14000,C00452078,REP
14001,C00452136,DEM
14002,C00452193,REP
14003,C00452201,REP
14004,C00452250,REP
14005,C00452433,DEM
14006,C00452474,REP
14007,C00452565,DEM
14008,C00452573,REP
14009,C00452615,REP
14010,C00452680,REP
14011,C00452698,DEM
14012,C00452789,DEM
14013,C00452797,DEM
14014,C00452821,REP
14015,C00452854,DEM
14016,C00452862,DEM
14017,C00452896,REP
14018,C00452938,REP
14019,C00452995,REP
14020,C00453001,REP
14021,C00453035,REP
14022,C00453076,REP
14023,C00453282,REP
14024,C00453316,REP
14025,C00453365,DEM
14026,C00453456,DEM
